,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
1097,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,6,93325,Diesel,Manual,Second,17.2,1968,138.1,5.0,14.45,Skoda
1098,Maruti Ertiga SHVS VDI,Ahmedabad,2,38000,Diesel,Manual,First,24.52,1248,88.5,7.0,8.7,Maruti
1099,Hyundai Grand i10 CRDi Magna,Kochi,4,57738,Diesel,Manual,First,24.0,1120,70.0,5.0,5.04,Hyundai
1100,Maruti Ciaz VDi Plus SHVS,Jaipur,3,38282,Diesel,Manual,First,28.09,1248,88.5,5.0,8.5,Maruti
1101,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,6,64000,Diesel,Automatic,First,19.27,2143,170.0,5.0,15.65,Mercedes
1102,Fiat Avventura MULTIJET Emotion,Mumbai,5,32000,Diesel,Manual,First,20.5,1248,91.72,5.0,5.65,Fiat
1103,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,10,83000,Petrol,Automatic,First,10.93,2497,204.0,5.0,16.5,Mercedes
1104,Maruti Zen Estilo LXI Green (CNG),Ahmedabad,9,76000,CNG,Manual,First,26.3,998,67.1,5.0,2.0,Maruti
1105,Volkswagen Vento Petrol Highline,Pune,8,67200,Petrol,Manual,First,15.04,1598,103.6,5.0,3.9,Volkswagen
1106,BMW 3 Series 320d Luxury Line,Jaipur,7,62655,Diesel,Automatic,First,18.88,1995,184.0,5.0,14.5,BMW
1107,BMW 5 Series 2013-2017 530d M Sport,Bangalore,5,16900,Diesel,Automatic,First,14.69,2993,258.0,5.0,44.0,BMW
1108,Hyundai Grand i10 1.2 Kappa Magna,Delhi,3,8471,Petrol,Manual,First,18.9,1197,81.86,5.0,5.0,Hyundai
1109,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,4,69000,Diesel,Automatic,First,11.36,2755,171.5,7.0,19.75,Toyota
1110,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,3,30090,Diesel,Automatic,First,19.6,1461,108.45,5.0,11.44,Renault
1111,Tata Indica Vista Aura 1.3 Quadrajet,Chennai,9,120000,Diesel,Manual,First,18.0,1248,75.0,5.0,1.75,Tata
1112,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,4,35939,Petrol,Manual,First,12.3,1796,185.0,5.0,30.42,Mercedes
1113,Mahindra XUV500 W8 4WD,Coimbatore,7,116694,Diesel,Manual,First,15.1,2179,140.0,7.0,9.57,Mahindra
1114,Mahindra Bolero ZLX,Mumbai,4,40448,Diesel,Manual,First,15.96,2523,62.1,7.0,3.5,Mahindra
1115,Maruti Vitara Brezza ZDi,Coimbatore,2,64456,Diesel,Manual,First,24.3,1248,88.5,5.0,10.46,Maruti
1116,Fiat Avventura MULTIJET Emotion,Pune,6,52782,Diesel,Manual,First,20.5,1248,91.72,5.0,4.85,Fiat
1117,Honda Amaze S Petrol,Kochi,4,51672,Petrol,Manual,First,19.5,1199,88.76,5.0,5.68,Honda
1118,Skoda Superb Elegance 1.8 TSI AT,Mumbai,5,56073,Petrol,Automatic,First,13.7,1798,157.75,5.0,13.25,Skoda
1119,Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,9,65000,Diesel,Automatic,First,14.74,2993,270.9,5.0,16.0,Jaguar
1120,Maruti Wagon R VXI BSIII,Chennai,7,79000,Petrol,Manual,First,18.9,998,67.1,5.0,3.0,Maruti
1121,Toyota Corolla Altis VL,Mumbai,10,70200,Petrol,Automatic,First,14.53,1798,138.1,5.0,5.0,Toyota
1122,Maruti Swift VXi BSIV,Delhi,4,42000,Petrol,Manual,First,16.1,1197,85.0,5.0,4.75,Maruti
1123,Volkswagen Polo 1.2 MPI Highline,Bangalore,6,62000,Petrol,Manual,First,16.47,1198,74.0,5.0,5.35,Volkswagen
1124,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,3,20000,Petrol,Manual,First,18.9,1197,81.86,5.0,5.98,Hyundai
1125,Maruti SX4 ZDI,Chennai,9,80000,Diesel,Manual,Third,21.5,1248,88.8,5.0,3.5,Maruti
1126,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2,50234,Petrol,Manual,First,18.9,1197,81.86,5.0,4.77,Hyundai
1127,Maruti Baleno Delta 1.2,Delhi,4,50003,Petrol,Manual,First,21.4,1197,83.1,5.0,5.45,Maruti
1128,Tata Tigor 1.2 Revotron XTA,Ahmedabad,2,1000,Petrol,Automatic,First,20.3,1199,84.0,5.0,6.85,Tata
1129,Maruti Swift Dzire AMT ZDI,Jaipur,4,54897,Diesel,Automatic,First,26.59,1248,74.0,5.0,7.3,Maruti
1130,Tata Indica GLS BS IV,Pune,13,108995,Petrol,Manual,First,15.3,1193,65.3,5.0,1.25,Tata
1131,Maruti SX4 S Cross DDiS 320 Zeta,Chennai,5,73000,Diesel,Manual,First,22.7,1598,118.0,5.0,8.25,Maruti
1132,Maruti Swift VXI BSIII,Ahmedabad,12,65000,Petrol,Manual,First,16.1,1298,88.2,5.0,2.71,Maruti
1133,Hyundai Xcent 1.2 Kappa SX,Kolkata,4,32000,Petrol,Manual,First,19.1,1197,82.0,5.0,3.6,Hyundai
1134,Hyundai i20 1.2 Magna,Ahmedabad,10,65000,Petrol,Manual,First,18.5,1197,80.0,5.0,3.0,Hyundai
1135,Maruti Celerio VXI AT,Hyderabad,4,21600,Petrol,Automatic,First,23.1,998,67.04,5.0,4.65,Maruti
1136,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,10,39000,Diesel,Automatic,First,14.84,2143,170.0,5.0,9.5,Mercedes
1137,Maruti Swift Dzire VXi,Mumbai,9,58075,Petrol,Manual,First,17.5,1298,85.8,5.0,2.95,Maruti
1138,Volkswagen Vento Petrol Trendline,Mumbai,9,58000,Petrol,Manual,First,15.04,1598,103.6,5.0,3.0,Volkswagen
1139,Maruti Swift ZDi,Hyderabad,5,58000,Diesel,Manual,First,25.2,1248,74.0,5.0,5.95,Maruti
1140,Toyota Corolla Altis VL,Delhi,12,89000,Petrol,Automatic,First,14.53,1798,138.1,5.0,4.0,Toyota
1141,Honda Civic 2006-2010 1.8 V MT,Delhi,12,72000,Petrol,Manual,First,13.5,1799,130.0,5.0,2.5,Honda
1142,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Kolkata,3,1800,Petrol,Automatic,First,16.05,1499,110.4,5.0,11.37,Ford
1143,Fiat Linea Emotion Pack (Diesel),Pune,10,172050,Diesel,Manual,Second,19.0,1248,93.0,5.0,2.25,Fiat
1144,Hyundai i10 Era,Jaipur,7,46230,Petrol,Manual,First,19.81,1086,68.05,5.0,3.1,Hyundai
1145,Volvo XC60 D5 Inscription,Kochi,6,86925,Diesel,Automatic,First,11.2,2400,215.0,5.0,17.18,Volvo
1146,Hyundai i20 1.2 Asta,Jaipur,2,5000,Petrol,Manual,First,18.6,1197,81.83,5.0,6.5,Hyundai
1147,Honda City i DTEC S,Ahmedabad,6,66000,Diesel,Manual,First,26.0,1498,98.6,5.0,5.7,Honda
1148,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,7,119000,Diesel,Manual,First,12.99,2494,100.0,8.0,8.0,Toyota
1149,Renault KWID RXT,Chennai,4,45000,Petrol,Manual,First,25.17,799,53.3,5.0,2.6,Renault
1150,Maruti A-Star Vxi,Hyderabad,11,66149,Petrol,Manual,First,19.0,998,66.1,5.0,2.45,Maruti
1151,Mercedes-Benz B Class B180,Kochi,6,42070,Petrol,Automatic,First,14.8,1595,120.7,5.0,11.57,Mercedes
1152,Maruti Wagon R LXI BS IV,Kolkata,8,35503,Petrol,Manual,First,18.9,998,67.1,5.0,2.3,Maruti
1153,Maruti Swift VDI BSIV,Jaipur,4,41460,Diesel,Manual,First,25.2,1248,74.0,5.0,5.9,Maruti
1154,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,5,40600,Petrol,Automatic,First,17.0,1591,121.3,5.0,7.2,Hyundai
1155,Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,7,87000,Diesel,Automatic,First,22.0,1582,126.2,5.0,5.9,Hyundai
1156,Honda City V MT,Chennai,6,30000,Petrol,Manual,Second,16.8,1497,116.3,5.0,6.0,Honda
1157,Hyundai i10 Magna Optional 1.1L,Kolkata,10,27089,Petrol,Manual,First,16.0,1086,66.7,5.0,1.95,Hyundai
1158,Toyota Etios GD SP,Coimbatore,4,53702,Diesel,Manual,First,23.59,1364,67.04,5.0,6.55,Toyota
1159,Volvo S60 D4 Momentum,Hyderabad,5,51000,Diesel,Automatic,First,27.03,1969,190.0,5.0,25.0,Volvo
1160,Ford Figo Diesel EXI,Kolkata,8,36542,Diesel,Manual,First,20.0,1399,68.05,5.0,2.65,Ford
1161,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,3,15000,Diesel,Automatic,First,13.0,2987,265.0,5.0,69.5,Mercedes
1162,BMW 3 Series 320d Luxury Line,Chennai,8,65000,Diesel,Automatic,First,22.69,1995,190.0,5.0,14.0,BMW
1163,Maruti Alto 800 VXI,Pune,6,32000,Petrol,Manual,Second,22.74,796,47.3,5.0,2.1,Maruti
1164,Toyota Innova Crysta 2.4 VX MT,Hyderabad,3,24393,Diesel,Manual,First,13.68,2393,147.8,7.0,20.4,Toyota
1165,Volkswagen Polo 1.0 MPI Trendline,Hyderabad,1,1000,Petrol,Manual,First,18.78,999,75.0,5.0,5.68,Volkswagen
1166,Nissan Terrano XL,Mumbai,6,28238,Petrol,Manual,First,13.24,1598,102.5,5.0,5.55,Nissan
1167,Mitsubishi Pajero Sport 4X4,Mumbai,7,59000,Diesel,Manual,First,13.5,2477,175.56,7.0,12.75,Mitsubishi
1168,Honda Civic 2010-2013 1.8 S MT,Mumbai,8,92000,Petrol,Manual,Second,14.8,1799,130.2,5.0,3.35,Honda
1169,Maruti Alto 800 LXI,Kolkata,7,56840,Petrol,Manual,First,22.74,796,47.3,5.0,1.55,Maruti
1170,Volkswagen Vento Diesel Highline,Coimbatore,7,62746,Diesel,Manual,Second,20.54,1598,103.6,5.0,5.9,Volkswagen
1171,Land Rover Freelander 2 HSE,Hyderabad,8,96000,Diesel,Automatic,First,12.35,2179,187.74,5.0,18.98,Land
1172,Honda CR-V 2.0L 2WD MT,Mumbai,6,24000,Petrol,Manual,First,13.7,1997,153.86,5.0,11.51,Honda
1173,Maruti Ertiga VDI,Mumbai,4,54000,Diesel,Manual,First,20.77,1248,88.76,7.0,7.75,Maruti
1174,Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,4,90000,Diesel,Manual,First,12.99,2494,100.6,7.0,13.9,Toyota
1175,Tata Manza Aura Safire,Kolkata,10,40000,Petrol,Manual,First,15.0,1368,90.0,5.0,1.35,Tata
1176,Audi Q7 35 TDI Quattro Premium Plus,Mumbai,5,65938,Diesel,Automatic,Second,12.07,2967,241.4,7.0,38.0,Audi
1177,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,3,16100,Petrol,Automatic,First,17.1,1591,121.4,5.0,11.6,Hyundai
1178,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,3,3600,Diesel,Automatic,First,21.5,1498,108.5,5.0,12.25,Volkswagen
1179,Honda City 1.5 S MT,Jaipur,9,52000,Petrol,Manual,First,17.0,1497,118.0,5.0,3.8,Honda
1180,Ford Figo Diesel Titanium,Mumbai,6,54000,Diesel,Manual,First,20.0,1399,68.05,5.0,3.25,Ford
1181,Honda Jazz 1.2 VX i VTEC,Mumbai,4,15399,Petrol,Manual,First,18.7,1199,88.7,5.0,6.4,Honda
1182,Volkswagen Polo Petrol Highline 1.2L,Bangalore,8,75000,Petrol,Manual,Second,16.47,1198,73.9,5.0,3.95,Volkswagen
1183,Honda City i-VTEC S,Delhi,10,76752,Petrol,Manual,First,17.4,1497,117.3,5.0,3.57,Honda
1184,Honda City ZX GXi,Mumbai,15,56000,Petrol,Manual,Second,17.7,1497,78.0,5.0,1.25,Honda
1185,Maruti Wagon R LXI CNG,Pune,5,70000,CNG,Manual,First,26.2,998,58.2,5.0,3.65,Maruti
1186,Honda CR-V 2.4L 4WD AT AVN,Kolkata,7,46125,Petrol,Automatic,Second,12.0,2354,187.4,5.0,12.5,Honda
1187,BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,6,35000,Diesel,Automatic,Second,18.12,1995,190.0,5.0,23.0,BMW
1188,Ambassador Classic Nova Diesel,Chennai,17,80000,Diesel,Manual,Third,12.8,1489,35.5,5.0,1.35,Ambassador
1189,Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,8,62729,Diesel,Manual,First,12.05,2179,120.0,8.0,6.32,Mahindra
1190,Volkswagen Vento Diesel Comfortline,Kolkata,8,34000,Diesel,Manual,First,20.54,1598,103.6,5.0,3.4,Volkswagen
1191,Maruti Zen VX,Jaipur,21,70000,Petrol,Manual,Second,17.3,993,60.0,5.0,0.77,Maruti
1192,Maruti 800 DX BSII,Jaipur,11,32000,Petrol,Manual,First,16.1,796,37.0,4.0,0.9,Maruti
1193,Toyota Corolla Altis 1.8 VL CVT,Delhi,3,21000,Petrol,Automatic,First,14.28,1798,138.03,5.0,18.0,Toyota
1194,BMW 3 Series 328i Sport Line,Pune,7,49000,Petrol,Automatic,First,14.59,1997,245.0,5.0,19.0,BMW
1195,Ford Ikon 1.3 Flair,Chennai,13,40000,Petrol,Manual,Third,13.8,1299,70.0,5.0,1.1,Ford
1196,Chevrolet Beat LT,Pune,8,78000,Petrol,Manual,Second,18.6,1199,79.4,5.0,2.0,Chevrolet
1197,Toyota Corolla Altis 1.4 DG,Ahmedabad,8,52000,Diesel,Manual,First,21.43,1364,86.79,5.0,6.5,Toyota
1198,Mahindra XUV500 W4,Bangalore,6,65213,Diesel,Manual,First,16.0,2179,140.0,7.0,9.45,Mahindra
1199,Hyundai Xcent 1.1 CRDi Base,Mumbai,4,170000,Diesel,Manual,First,24.4,1120,71.0,5.0,4.0,Hyundai
1200,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Kochi,3,36884,Diesel,Automatic,First,13.0,2143,204.0,5.0,32.25,Mercedes
1201,Hyundai i10 Sportz,Pune,11,62500,Petrol,Manual,First,20.36,1197,78.9,5.0,2.1,Hyundai
1202,Toyota Corolla Altis VL AT,Mumbai,5,68000,Petrol,Automatic,Second,14.28,1798,138.03,5.0,9.75,Toyota
1203,Toyota Corolla 1.8 J,Kolkata,6,40748,Petrol,Manual,First,14.53,1798,138.0,5.0,6.3,Toyota
1204,Audi Q3 2.0 TDI Quattro,Hyderabad,7,60000,Diesel,Automatic,First,17.32,1968,184.0,5.0,21.0,Audi
1205,Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,6,12400,Diesel,Manual,First,21.9,1396,88.8,5.0,4.65,Hyundai
1206,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,7,87000,Diesel,Automatic,Second,19.27,2143,167.62,5.0,17.0,Mercedes
1207,Maruti Ritz VDi,Pune,7,20248,Diesel,Manual,First,21.1,1248,73.9,5.0,4.35,Maruti
1208,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,3,52383,Diesel,Manual,First,19.67,1582,126.2,5.0,14.82,Hyundai
1209,Jaguar XE 2.0L Diesel Prestige,Delhi,2,1000,Diesel,Automatic,First,13.6,1999,177.0,5.0,40.0,Jaguar
1210,Mahindra Xylo D4,Chennai,4,85000,Diesel,Manual,First,14.95,2489,93.7,7.0,6.15,Mahindra
1211,Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,6,47000,Diesel,Manual,First,12.99,2494,100.6,7.0,11.25,Toyota
1212,Toyota Camry 2.5 Hybrid,Pune,2,17585,Petrol,Automatic,First,19.16,2494,157.7,5.0,32.0,Toyota
1213,Audi Q5 3.0 TDI Quattro,Coimbatore,2,32496,Diesel,Automatic,First,13.22,2967,241.4,5.0,45.62,Audi
1214,Maruti Swift VDI,Kochi,3,34613,Diesel,Manual,First,28.4,1248,74.0,5.0,6.24,Maruti
1215,Maruti Ertiga VDI Limited Edition,Chennai,5,153000,Diesel,Manual,First,20.77,1248,88.76,7.0,4.8,Maruti
1216,Maruti Swift VXi BSIV,Chennai,6,54000,Petrol,Manual,Second,16.1,1197,85.0,5.0,4.5,Maruti
1217,Hyundai i10 Sportz,Kochi,5,16900,Petrol,Manual,First,20.36,1197,78.9,5.0,3.87,Hyundai
1218,Hyundai i10 Sportz,Delhi,7,62334,Petrol,Manual,First,20.36,1197,78.9,5.0,2.75,Hyundai
1219,Maruti Baleno Sigma 1.2,Kochi,2,23714,Petrol,Manual,First,21.4,1197,83.1,5.0,6.57,Maruti
1220,Hyundai Accent Executive,Jaipur,10,52325,Petrol,Manual,First,16.36,1495,93.7,5.0,2.0,Hyundai
1221,Honda Brio S MT,Ahmedabad,8,50000,Petrol,Manual,First,19.4,1198,86.8,5.0,3.65,Honda
1222,Maruti Swift ZDi,Hyderabad,4,55746,Diesel,Manual,First,22.9,1248,74.0,5.0,6.95,Maruti
1223,Hyundai Xcent 1.2 VTVT S,Bangalore,6,54000,Petrol,Manual,First,20.14,1197,81.86,5.0,5.5,Hyundai
1224,Mahindra XUV500 W8 2WD,Kolkata,7,43000,Diesel,Manual,First,16.0,2179,140.0,7.0,7.0,Mahindra
1225,Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,6,40000,Diesel,Automatic,First,13.0,2143,201.1,5.0,24.0,Mercedes
1226,Land Rover Freelander 2 TD4 S,Bangalore,10,125000,Diesel,Automatic,Second,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0        26.6
1       19.67
2        18.2
3       20.77
4        15.2
        ...  
5867     28.4
5868     24.4
5869     14.0
5870     18.9
5871    25.44
Name: Mileage, Length: 5872, dtype: object>",2179,115.0,5.0,11.0,Land
1227,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,4,51944,Diesel,Automatic,First,19.27,2143,170.0,5.0,32.5,Mercedes
1228,Hyundai i20 Asta 1.4 CRDi,Kochi,5,46950,Diesel,Manual,First,21.27,1396,88.76,5.0,6.45,Hyundai
1229,Skoda Octavia Elegance 2.0 TDI AT,Mumbai,5,23000,Diesel,Automatic,First,19.3,1968,141.0,5.0,15.75,Skoda
1230,Honda City 1.5 S MT,Mumbai,6,54546,Petrol,Manual,First,17.0,1497,118.0,5.0,5.5,Honda
1231,Toyota Fortuner 4x2 AT,Kochi,5,51535,Diesel,Automatic,First,12.55,2982,168.5,7.0,19.03,Toyota
1232,Audi Q3 2.0 TDI Quattro,Kolkata,7,45000,Diesel,Automatic,First,17.32,1968,184.0,5.0,15.25,Audi
1233,Maruti Alto K10 2010-2014 VXI,Hyderabad,8,46004,Petrol,Manual,First,20.92,998,67.1,5.0,2.4,Maruti
1234,Tata Indigo eCS LX BSIV,Chennai,9,124000,Diesel,Manual,First,23.03,1396,69.0,5.0,2.3,Tata
1235,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,6,77395,Diesel,Automatic,First,17.11,1968,174.33,5.0,14.35,Audi
1236,Maruti Alto 800 2016-2019 CNG LXI,Mumbai,2,10600,CNG,Manual,First,33.44,796,40.3,4.0,3.5,Maruti
1237,Honda City i-VTEC CVT VX,Kochi,2,22974,Petrol,Automatic,First,18.0,1497,117.3,5.0,11.97,Honda
1238,Toyota Fortuner 2.8 2WD MT,Ahmedabad,5,65012,Diesel,Manual,First,14.24,2755,174.5,7.0,18.9,Toyota
1239,Hyundai Grand i10 Sportz,Ahmedabad,3,17125,Petrol,Manual,First,18.9,1197,82.0,5.0,5.4,Hyundai
1240,Maruti Eeco 7 Seater Standard,Hyderabad,5,90413,Petrol,Manual,First,15.1,1196,73.0,7.0,2.95,Maruti
1241,Volkswagen Polo Petrol Highline 1.2L,Bangalore,7,37000,Petrol,Manual,First,16.47,1198,73.9,5.0,5.1,Volkswagen
1242,Maruti Wagon R LXI Minor,Jaipur,14,65000,Petrol,Manual,First,18.9,1061,67.0,5.0,1.5,Maruti
1243,Honda City 1.5 V MT,Bangalore,9,66000,Petrol,Manual,First,17.0,1497,118.0,5.0,4.9,Honda
1244,Honda Civic 2010-2013 1.8 S MT,Mumbai,10,86000,Petrol,Manual,First,14.8,1799,130.2,5.0,2.9,Honda
1245,Honda City 1.5 EXI,Pune,15,98437,Petrol,Manual,First,13.0,1493,100.0,5.0,1.15,Honda
1246,Hyundai i20 1.2 Magna,Kolkata,10,18000,Petrol,Manual,First,18.5,1197,80.0,5.0,2.3,Hyundai
1247,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2,35070,Diesel,Manual,First,24.0,1120,70.0,5.0,5.99,Hyundai
1248,Volkswagen Vento Petrol Highline AT,Pune,9,42000,Petrol,Automatic,Third,14.4,1598,103.6,5.0,3.4,Volkswagen
1249,Hyundai i10 Sportz 1.2,Kolkata,11,40000,Petrol,Manual,First,20.36,1197,78.9,5.0,1.7,Hyundai
1250,Hyundai i20 Asta,Kolkata,11,43000,Petrol,Manual,First,17.0,1197,80.0,5.0,1.99,Hyundai
1251,Chevrolet Beat LS,Pune,8,65000,Petrol,Manual,First,18.6,1199,79.4,5.0,2.5,Chevrolet
1252,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,7,74000,Diesel,Manual,First,22.07,1199,73.9,5.0,4.85,Volkswagen
1253,Ford Figo Petrol LXI,Hyderabad,10,51192,Petrol,Manual,First,15.6,1196,70.0,5.0,2.65,Ford
1254,Audi TT 2.0 TFSI,Kochi,6,14262,Petrol,Automatic,First,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0        26.6
1       19.67
2        18.2
3       20.77
4        15.2
        ...  
5867     28.4
5868     24.4
5869     14.0
5870     18.9
5871    25.44
Name: Mileage, Length: 5872, dtype: object>",1984,207.8,2.0,27.35,Audi
1255,Honda City i DTEC VX,Jaipur,5,66339,Diesel,Manual,Second,25.1,1498,98.6,5.0,6.9,Honda
1256,Ford Figo Diesel Titanium,Hyderabad,7,90200,Diesel,Manual,First,20.0,1399,68.05,5.0,3.5,Ford
1257,Toyota Innova 2.5 ZX Diesel 7 Seater,Delhi,5,57854,Diesel,Manual,First,12.99,2494,100.6,7.0,12.5,Toyota
1258,Maruti Ciaz 1.4 AT Alpha,Delhi,3,32000,Petrol,Automatic,First,19.12,1373,91.1,5.0,9.2,Maruti
1259,Hyundai Grand i10 AT Asta,Mumbai,5,29631,Petrol,Automatic,First,18.9,1197,82.0,5.0,4.9,Hyundai
1260,Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Kochi,6,54173,Petrol,Manual,First,18.88,999,123.24,5.0,5.55,Ford
1261,Skoda Octavia Ambition 1.8 TSI AT,Ahmedabad,6,50000,Petrol,Automatic,First,14.7,1798,177.6,5.0,13.5,Skoda
1262,Fiat Linea Emotion (Diesel),Kolkata,10,145000,Diesel,Manual,First,20.4,1248,91.7,5.0,2.6,Fiat
1263,Maruti Swift Lxi BSIII,Jaipur,5,78000,Petrol,Manual,First,16.1,1298,88.2,5.0,4.5,Maruti
1264,Land Rover Discovery 4 TDV6 SE,Delhi,7,65000,Diesel,Automatic,Second,11.8,2993,180.0,7.0,34.0,Land
1265,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,8,120000,Diesel,Manual,First,12.8,2494,102.0,7.0,12.0,Toyota
1266,Maruti Swift LDI,Mumbai,5,14000,Diesel,Manual,First,28.4,1248,74.0,5.0,5.25,Maruti
1267,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,6,57456,Diesel,Automatic,First,17.68,1968,174.33,5.0,21.56,Audi
1268,BMW 5 Series 520d Luxury Line,Coimbatore,8,44450,Diesel,Automatic,First,22.48,1995,190.0,5.0,24.68,BMW
1269,Hyundai i20 Magna Optional 1.2,Delhi,7,63777,Petrol,Manual,First,18.5,1197,82.9,5.0,3.67,Hyundai
1270,BMW X1 M Sport sDrive 20d,Mumbai,4,31000,Diesel,Automatic,First,17.05,1995,190.0,5.0,29.5,BMW
1271,Toyota Etios G,Delhi,8,60000,Petrol,Manual,First,17.6,1496,88.73,5.0,3.1,Toyota
1272,Tata Indigo LX,Ahmedabad,5,78008,Diesel,Manual,First,17.0,1405,70.0,5.0,2.9,Tata
1273,Mercedes-Benz M-Class ML 350 4Matic,Bangalore,6,33000,Diesel,Automatic,Second,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0        26.6
1       19.67
2        18.2
3       20.77
4        15.2
        ...  
5867     28.4
5868     24.4
5869     14.0
5870     18.9
5871    25.44
Name: Mileage, Length: 5872, dtype: object>",2987,165.0,5.0,43.0,Mercedes
1274,Volkswagen Beetle 2.0,Mumbai,11,27078,Petrol,Automatic,First,10.98,1984,114.4,4.0,15.95,Volkswagen
1275,Volkswagen Polo GT TDI,Hyderabad,9,57275,Diesel,Manual,First,19.7,1598,103.6,5.0,4.5,Volkswagen
1276,Hyundai Grand i10 CRDi Magna,Delhi,6,45000,Diesel,Manual,First,24.0,1120,70.0,5.0,3.49,Hyundai
1277,Maruti Swift VDI BSIV,Delhi,6,57319,Diesel,Manual,First,25.2,1248,74.0,5.0,4.25,Maruti
1278,Hyundai Verna CRDi 1.4 E,Chennai,12,121097,Diesel,Manual,Second,24.0,1396,88.76,5.0,1.9,Hyundai
1279,BMW 5 Series 2003-2012 525d,Mumbai,9,89000,Diesel,Automatic,First,16.73,1995,218.0,5.0,16.57,BMW
1280,Honda City 1.5 S MT,Bangalore,8,72000,Petrol,Manual,First,17.0,1497,118.0,5.0,5.75,Honda
1281,Audi A4 2.0 TDI,Delhi,7,36000,Diesel,Automatic,Second,16.55,1968,147.51,5.0,14.0,Audi
1282,Fiat Linea Classic Plus 1.3 Multijet,Jaipur,7,86000,Diesel,Manual,Second,19.5,1248,75.0,5.0,2.5,Fiat
1283,Honda City 1.3 EXI,Ahmedabad,18,85000,Petrol,Manual,First,13.0,1343,90.0,5.0,1.2,Honda
1284,BMW 3 Series 320d Luxury Line,Kochi,7,37613,Diesel,Automatic,First,22.69,1995,190.0,5.0,13.95,BMW
1285,Ford Fiesta 1.4 Duratec EXI,Chennai,13,100000,Petrol,Manual,First,16.6,1388,68.0,5.0,1.6,Ford
1286,Tata Nano XTA,Coimbatore,4,5240,Petrol,Automatic,First,21.9,624,37.48,4.0,3.6,Tata
1287,Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,2,20000,CNG,Manual,First,15.1,1196,73.0,5.0,4.5,Maruti
1288,Maruti Ignis 1.2 Delta,Coimbatore,1,16862,Petrol,Manual,First,20.89,1197,81.8,5.0,6.06,Maruti
1289,Maruti Swift Dzire ZXi,Coimbatore,7,59254,Petrol,Manual,Second,17.5,1298,85.8,5.0,5.29,Maruti
1290,Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,6,60000,Diesel,Manual,First,22.7,1498,89.84,5.0,5.75,Ford
1291,Maruti Swift Dzire VXI,Coimbatore,6,47674,Petrol,Manual,First,19.1,1197,85.8,5.0,5.72,Maruti
1292,Hyundai i10 Sportz AT,Kochi,6,61517,Petrol,Automatic,First,16.95,1197,78.9,5.0,4.39,Hyundai
1293,Mahindra XUV500 W6 2WD,Coimbatore,4,62946,Diesel,Manual,First,15.1,2179,140.0,7.0,11.05,Mahindra
1294,Hyundai i20 Magna 1.4 CRDi,Delhi,5,66823,Diesel,Manual,Second,22.54,1396,88.73,5.0,4.83,Hyundai
1295,Maruti Wagon R CNG LXI,Pune,7,79494,CNG,Manual,First,33.54,998,67.04,5.0,2.96,Maruti
1296,Hyundai i20 Asta 1.4 CRDi,Chennai,8,107000,Diesel,Manual,Second,21.27,1396,88.76,5.0,4.5,Hyundai
